generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,127,35.0,"36.000000,40.000000,40.000000,24.000000",35.0,24.0,40.0,35.0,140.0
100,10148,37.25,"24.000000,40.000000,35.000000,50.000000",37.25,24.0,50.0,37.25,149.0
200,20183,35.0,"8.000000,60.000000,28.000000,44.000000",35.0,8.0,60.0,35.0,140.0
300,30168,37.0,"43.000000,30.000000,50.000000,25.000000",37.0,25.0,50.0,37.0,148.0
400,40140,35.5,"41.000000,31.000000,34.000000,36.000000",35.5,31.0,41.0,35.5,142.0
500,50147,34.75,"23.000000,48.000000,33.000000,35.000000",34.75,23.0,48.0,34.75,139.0
600,60125,36.0,"38.000000,21.000000,41.000000,44.000000",36.0,21.0,44.0,36.0,144.0
700,70165,36.25,"37.000000,45.000000,29.000000,34.000000",36.25,29.0,45.0,36.25,145.0
800,80196,37.5,"43.000000,25.000000,38.000000,44.000000",37.5,25.0,44.0,37.5,150.0
900,90176,37.5,"38.000000,32.000000,36.000000,44.000000",37.5,32.0,44.0,37.5,150.0
1000,100125,36.75,"38.000000,43.000000,29.000000,37.000000",36.75,29.0,43.0,36.75,147.0
1100,110155,36.5,"45.000000,36.000000,20.000000,45.000000",36.5,20.0,45.0,36.5,146.0
1200,120100,36.5,"21.000000,41.000000,52.000000,32.000000",36.5,21.0,52.0,36.5,146.0
1300,130179,33.0,"45.000000,8.000000,32.000000,47.000000",33.0,8.0,47.0,33.0,132.0
1400,140194,37.25,"38.000000,44.000000,34.000000,33.000000",37.25,33.0,44.0,37.25,149.0
1500,150114,37.0,"42.000000,29.000000,25.000000,52.000000",37.0,25.0,52.0,37.0,148.0
1600,160198,37.0,"32.000000,42.000000,39.000000,35.000000",37.0,32.0,42.0,37.0,148.0
1700,170175,36.5,"40.000000,38.000000,42.000000,26.000000",36.5,26.0,42.0,36.5,146.0
1800,180181,35.0,"30.000000,30.000000,55.000000,25.000000",35.0,25.0,55.0,35.0,140.0
1900,190124,36.75,"34.000000,45.000000,35.000000,33.000000",36.75,33.0,45.0,36.75,147.0
2000,200171,36.5,"21.000000,43.000000,30.000000,52.000000",36.5,21.0,52.0,36.5,146.0
2100,210106,37.25,"31.000000,43.000000,52.000000,23.000000",37.25,23.0,52.0,37.25,149.0
2200,220197,37.0,"39.000000,34.000000,32.000000,43.000000",37.0,32.0,43.0,37.0,148.0
2300,230150,37.25,"39.000000,43.000000,45.000000,22.000000",37.25,22.0,45.0,37.25,149.0
2400,240133,37.25,"32.000000,39.000000,55.000000,23.000000",37.25,23.0,55.0,37.25,149.0
2500,250186,36.5,"43.000000,34.000000,28.000000,41.000000",36.5,28.0,43.0,36.5,146.0
2600,260147,36.5,"35.000000,46.000000,35.000000,30.000000",36.5,30.0,46.0,36.5,146.0
2700,270128,37.25,"32.000000,48.000000,35.000000,34.000000",37.25,32.0,48.0,37.25,149.0
2800,280128,37.25,"32.000000,20.000000,58.000000,39.000000",37.25,20.0,58.0,37.25,149.0
2900,290125,37.5,"25.000000,48.000000,38.000000,39.000000",37.5,25.0,48.0,37.5,150.0
3000,300149,37.0,"48.000000,21.000000,43.000000,36.000000",37.0,21.0,48.0,37.0,148.0
3100,310180,36.5,"30.000000,36.000000,38.000000,42.000000",36.5,30.0,42.0,36.5,146.0
3200,320169,34.25,"32.000000,39.000000,40.000000,26.000000",34.25,26.0,40.0,34.25,137.0
3300,330123,36.5,"36.000000,30.000000,41.000000,39.000000",36.5,30.0,41.0,36.5,146.0
3400,340129,35.5,"32.000000,48.000000,26.000000,36.000000",35.5,26.0,48.0,35.5,142.0
3500,350196,37.75,"24.000000,52.000000,29.000000,46.000000",37.75,24.0,52.0,37.75,151.0
3600,360197,36.75,"42.000000,27.000000,23.000000,55.000000",36.75,23.0,55.0,36.75,147.0
3700,370167,37.0,"41.000000,42.000000,37.000000,28.000000",37.0,28.0,42.0,37.0,148.0
3800,380156,36.75,"38.000000,40.000000,36.000000,33.000000",36.75,33.0,40.0,36.75,147.0
3900,390147,34.75,"28.000000,23.000000,54.000000,34.000000",34.75,23.0,54.0,34.75,139.0
4000,400176,37.25,"26.000000,53.000000,29.000000,41.000000",37.25,26.0,53.0,37.25,149.0
4100,410147,37.0,"35.000000,25.000000,35.000000,53.000000",37.0,25.0,53.0,37.0,148.0
4200,420120,37.25,"27.000000,47.000000,52.000000,23.000000",37.25,23.0,52.0,37.25,149.0
4300,430106,36.5,"38.000000,24.000000,46.000000,38.000000",36.5,24.0,46.0,36.5,146.0
4400,440144,34.5,"31.000000,42.000000,24.000000,41.000000",34.5,24.0,42.0,34.5,138.0
4500,450161,38.0,"42.000000,45.000000,24.000000,41.000000",38.0,24.0,45.0,38.0,152.0
4600,460161,37.0,"36.000000,44.000000,28.000000,40.000000",37.0,28.0,44.0,37.0,148.0
4700,470142,37.25,"44.000000,30.000000,41.000000,34.000000",37.25,30.0,44.0,37.25,149.0
4800,470142,37.25,"44.000000,30.000000,41.000000,34.000000",37.25,30.0,44.0,37.25,149.0
