generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,119,26.75,"38.000000,1.000000,0.000000,68.000000",38.0,0.0,68.0,26.75,107.0
100,10143,32.0,"10.000000,94.000000,24.000000,0.000000",10.0,0.0,94.0,32.0,128.0
200,20130,35.25,"0.000000,69.000000,72.000000,0.000000",69.0,0.0,72.0,35.25,141.0
300,30199,33.75,"60.000000,11.000000,64.000000,0.000000",60.0,0.0,64.0,33.75,135.0
400,40121,33.75,"0.000000,30.000000,72.000000,33.000000",72.0,0.0,72.0,33.75,135.0
500,50141,31.75,"37.000000,44.000000,27.000000,19.000000",27.0,19.0,44.0,31.75,127.0
600,60122,22.75,"0.000000,60.000000,31.000000,0.000000",60.0,0.0,60.0,22.75,91.0
700,70102,37.5,"45.000000,16.000000,43.000000,46.000000",16.0,16.0,46.0,37.5,150.0
800,80156,32.0,"23.000000,40.000000,0.000000,65.000000",65.0,0.0,65.0,32.0,128.0
900,90173,36.0,"0.000000,0.000000,95.000000,49.000000",95.0,0.0,95.0,36.0,144.0
1000,100130,35.75,"20.000000,56.000000,22.000000,45.000000",56.0,20.0,56.0,35.75,143.0
1100,110176,33.5,"31.000000,58.000000,44.000000,1.000000",1.0,1.0,58.0,33.5,134.0
1200,120182,36.25,"58.000000,32.000000,16.000000,39.000000",32.0,16.0,58.0,36.25,145.0
1300,130121,31.5,"36.000000,0.000000,69.000000,21.000000",69.0,0.0,69.0,31.5,126.0
1400,140133,36.25,"47.000000,33.000000,45.000000,20.000000",45.0,20.0,47.0,36.25,145.0
1500,150166,29.0,"116.000000,0.000000,0.000000,0.000000",0.0,0.0,116.0,29.0,116.0
1600,160152,35.0,"0.000000,52.000000,41.000000,47.000000",47.0,0.0,52.0,35.0,140.0
1700,170142,32.25,"0.000000,41.000000,32.000000,56.000000",41.0,0.0,56.0,32.25,129.0
1800,180132,31.0,"29.000000,69.000000,1.000000,25.000000",25.0,1.0,69.0,31.0,124.0
1900,190138,37.5,"28.000000,37.000000,56.000000,29.000000",37.0,28.0,56.0,37.5,150.0
2000,200122,35.25,"43.000000,54.000000,44.000000,0.000000",54.0,0.0,54.0,35.25,141.0
2100,210142,35.0,"31.000000,50.000000,59.000000,0.000000",50.0,0.0,59.0,35.0,140.0
2200,220185,34.25,"0.000000,17.000000,47.000000,73.000000",47.0,0.0,73.0,34.25,137.0
2300,230146,32.5,"49.000000,40.000000,0.000000,41.000000",40.0,0.0,49.0,32.5,130.0
2400,240177,33.5,"55.000000,36.000000,43.000000,0.000000",43.0,0.0,55.0,33.5,134.0
2500,250128,36.75,"24.000000,56.000000,30.000000,37.000000",37.0,24.0,56.0,36.75,147.0
2600,260138,37.0,"39.000000,54.000000,35.000000,20.000000",54.0,20.0,54.0,37.0,148.0
2700,270118,29.75,"0.000000,78.000000,0.000000,41.000000",78.0,0.0,78.0,29.75,119.0
2800,280158,36.5,"48.000000,39.000000,44.000000,15.000000",39.0,15.0,48.0,36.5,146.0
2900,290193,34.75,"64.000000,0.000000,37.000000,38.000000",37.0,0.0,64.0,34.75,139.0
3000,300108,34.5,"32.000000,38.000000,21.000000,47.000000",47.0,21.0,47.0,34.5,138.0
3100,310132,36.75,"36.000000,41.000000,34.000000,36.000000",36.0,34.0,41.0,36.75,147.0
3200,320121,36.0,"0.000000,74.000000,70.000000,0.000000",70.0,0.0,74.0,36.0,144.0
3300,330100,35.0,"43.000000,24.000000,32.000000,41.000000",41.0,24.0,43.0,35.0,140.0
3400,340122,34.0,"64.000000,36.000000,0.000000,36.000000",36.0,0.0,64.0,34.0,136.0
3500,350175,36.0,"56.000000,36.000000,0.000000,52.000000",56.0,0.0,56.0,36.0,144.0
3600,360162,36.0,"67.000000,35.000000,42.000000,0.000000",35.0,0.0,67.0,36.0,144.0
3700,370143,35.5,"49.000000,10.000000,21.000000,62.000000",49.0,10.0,62.0,35.5,142.0
3800,380199,36.0,"51.000000,51.000000,30.000000,12.000000",51.0,12.0,51.0,36.0,144.0
3900,390169,36.0,"33.000000,34.000000,48.000000,29.000000",48.0,29.0,48.0,36.0,144.0
4000,400169,37.25,"41.000000,27.000000,41.000000,40.000000",41.0,27.0,41.0,37.25,149.0
4100,410197,31.0,"0.000000,16.000000,34.000000,74.000000",34.0,0.0,74.0,31.0,124.0
4200,420104,36.5,"23.000000,40.000000,46.000000,37.000000",37.0,23.0,46.0,36.5,146.0
4300,430111,37.0,"47.000000,48.000000,33.000000,20.000000",47.0,20.0,48.0,37.0,148.0
4400,440175,34.75,"64.000000,14.000000,20.000000,41.000000",64.0,14.0,64.0,34.75,139.0
4500,450109,35.5,"20.000000,17.000000,71.000000,34.000000",71.0,17.0,71.0,35.5,142.0
4600,460132,33.5,"0.000000,24.000000,34.000000,76.000000",76.0,0.0,76.0,33.5,134.0
4700,470192,36.0,"45.000000,26.000000,41.000000,32.000000",32.0,26.0,45.0,36.0,144.0
4800,480165,33.0,"59.000000,5.000000,68.000000,0.000000",68.0,0.0,68.0,33.0,132.0
