generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,143,36.75,"22.000000,35.000000,61.000000,29.000000",36.75,22.0,61.0,36.75,147.0
100,10158,36.5,"40.000000,33.000000,37.000000,36.000000",36.5,33.0,40.0,36.5,146.0
200,20127,38.0,"40.000000,36.000000,40.000000,36.000000",38.0,36.0,40.0,38.0,152.0
300,30192,35.75,"39.000000,31.000000,36.000000,37.000000",35.75,31.0,39.0,35.75,143.0
400,40183,36.75,"27.000000,33.000000,51.000000,36.000000",36.75,27.0,51.0,36.75,147.0
500,50116,37.25,"43.000000,29.000000,41.000000,36.000000",37.25,29.0,43.0,37.25,149.0
600,60124,36.25,"34.000000,40.000000,47.000000,24.000000",36.25,24.0,47.0,36.25,145.0
700,70180,35.75,"32.000000,29.000000,37.000000,45.000000",35.75,29.0,45.0,35.75,143.0
800,80118,36.5,"27.000000,28.000000,57.000000,34.000000",36.5,27.0,57.0,36.5,146.0
900,90182,36.75,"37.000000,39.000000,44.000000,27.000000",36.75,27.0,44.0,36.75,147.0
1000,100193,34.5,"29.000000,25.000000,53.000000,31.000000",34.5,25.0,53.0,34.5,138.0
1100,110114,38.0,"41.000000,44.000000,34.000000,33.000000",38.0,33.0,44.0,38.0,152.0
1200,120100,36.25,"32.000000,40.000000,39.000000,34.000000",36.25,32.0,40.0,36.25,145.0
1300,130144,37.5,"48.000000,32.000000,37.000000,33.000000",37.5,32.0,48.0,37.5,150.0
1400,140197,33.25,"34.000000,38.000000,41.000000,20.000000",33.25,20.0,41.0,33.25,133.0
1500,150197,36.25,"43.000000,28.000000,50.000000,24.000000",36.25,24.0,50.0,36.25,145.0
1600,160191,36.5,"14.000000,45.000000,47.000000,40.000000",36.5,14.0,47.0,36.5,146.0
1700,170106,36.0,"25.000000,43.000000,47.000000,29.000000",36.0,25.0,47.0,36.0,144.0
1800,180123,37.25,"26.000000,54.000000,26.000000,43.000000",37.25,26.0,54.0,37.25,149.0
1900,190149,37.75,"40.000000,41.000000,22.000000,48.000000",37.75,22.0,48.0,37.75,151.0
2000,200124,37.0,"40.000000,38.000000,38.000000,32.000000",37.0,32.0,40.0,37.0,148.0
2100,210160,36.5,"41.000000,29.000000,38.000000,38.000000",36.5,29.0,41.0,36.5,146.0
2200,220117,35.0,"44.000000,49.000000,33.000000,14.000000",35.0,14.0,49.0,35.0,140.0
2300,230134,36.25,"40.000000,52.000000,33.000000,20.000000",36.25,20.0,52.0,36.25,145.0
2400,240188,36.0,"45.000000,44.000000,29.000000,26.000000",36.0,26.0,45.0,36.0,144.0
2500,250166,36.5,"29.000000,64.000000,20.000000,33.000000",36.5,20.0,64.0,36.5,146.0
2600,260132,37.5,"44.000000,40.000000,32.000000,34.000000",37.5,32.0,44.0,37.5,150.0
2700,270193,37.0,"39.000000,29.000000,30.000000,50.000000",37.0,29.0,50.0,37.0,148.0
2800,280155,36.75,"48.000000,27.000000,43.000000,29.000000",36.75,27.0,48.0,36.75,147.0
2900,290191,37.75,"37.000000,24.000000,39.000000,51.000000",37.75,24.0,51.0,37.75,151.0
3000,300127,35.75,"21.000000,34.000000,43.000000,45.000000",35.75,21.0,45.0,35.75,143.0
3100,310196,34.25,"31.000000,44.000000,38.000000,24.000000",34.25,24.0,44.0,34.25,137.0
3200,320188,36.75,"41.000000,27.000000,38.000000,41.000000",36.75,27.0,41.0,36.75,147.0
3300,330147,37.0,"33.000000,22.000000,40.000000,53.000000",37.0,22.0,53.0,37.0,148.0
3400,340152,36.5,"39.000000,51.000000,16.000000,40.000000",36.5,16.0,51.0,36.5,146.0
3500,350189,35.75,"39.000000,41.000000,31.000000,32.000000",35.75,31.0,41.0,35.75,143.0
3600,360115,35.75,"33.000000,43.000000,30.000000,37.000000",35.75,30.0,43.0,35.75,143.0
3700,370127,36.5,"40.000000,42.000000,39.000000,25.000000",36.5,25.0,42.0,36.5,146.0
3800,380188,36.5,"28.000000,44.000000,36.000000,38.000000",36.5,28.0,44.0,36.5,146.0
3900,390198,37.5,"43.000000,31.000000,28.000000,48.000000",37.5,28.0,48.0,37.5,150.0
4000,400147,36.25,"38.000000,46.000000,38.000000,23.000000",36.25,23.0,46.0,36.25,145.0
4100,410155,37.75,"42.000000,36.000000,31.000000,42.000000",37.75,31.0,42.0,37.75,151.0
4200,420186,35.75,"18.000000,49.000000,42.000000,34.000000",35.75,18.0,49.0,35.75,143.0
4300,430101,36.5,"31.000000,40.000000,31.000000,44.000000",36.5,31.0,44.0,36.5,146.0
4400,440142,37.5,"51.000000,32.000000,33.000000,34.000000",37.5,32.0,51.0,37.5,150.0
4500,450100,37.5,"39.000000,37.000000,37.000000,37.000000",37.5,37.0,39.0,37.5,150.0
4600,460192,36.75,"48.000000,36.000000,33.000000,30.000000",36.75,30.0,48.0,36.75,147.0
4700,470186,37.25,"41.000000,42.000000,44.000000,22.000000",37.25,22.0,44.0,37.25,149.0
4800,470186,37.25,"41.000000,42.000000,44.000000,22.000000",37.25,22.0,44.0,37.25,149.0
