generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,173,35.75,"30.000000,36.000000,47.000000,30.000000",35.75,30.0,47.0,35.75,143.0
100,10188,38.0,"28.000000,33.000000,34.000000,57.000000",38.0,28.0,57.0,38.0,152.0
200,20155,36.75,"60.000000,16.000000,32.000000,39.000000",36.75,16.0,60.0,36.75,147.0
300,30143,35.25,"17.000000,40.000000,41.000000,43.000000",35.25,17.0,43.0,35.25,141.0
400,40113,37.5,"41.000000,23.000000,53.000000,33.000000",37.5,23.0,53.0,37.5,150.0
500,50197,37.25,"33.000000,35.000000,47.000000,34.000000",37.25,33.0,47.0,37.25,149.0
600,60101,36.25,"43.000000,38.000000,28.000000,36.000000",36.25,28.0,43.0,36.25,145.0
700,70198,37.25,"28.000000,43.000000,35.000000,43.000000",37.25,28.0,43.0,37.25,149.0
800,80169,36.25,"41.000000,24.000000,44.000000,36.000000",36.25,24.0,44.0,36.25,145.0
900,90148,36.25,"38.000000,33.000000,32.000000,42.000000",36.25,32.0,42.0,36.25,145.0
1000,100174,37.25,"24.000000,39.000000,54.000000,32.000000",37.25,24.0,54.0,37.25,149.0
1100,110188,36.0,"29.000000,36.000000,34.000000,45.000000",36.0,29.0,45.0,36.0,144.0
1200,120195,36.0,"47.000000,25.000000,37.000000,35.000000",36.0,25.0,47.0,36.0,144.0
1300,130134,35.5,"19.000000,42.000000,47.000000,34.000000",35.5,19.0,47.0,35.5,142.0
1400,140136,36.75,"39.000000,21.000000,31.000000,56.000000",36.75,21.0,56.0,36.75,147.0
1500,150142,37.0,"20.000000,24.000000,44.000000,60.000000",37.0,20.0,60.0,37.0,148.0
1600,160189,36.75,"34.000000,47.000000,40.000000,26.000000",36.75,26.0,47.0,36.75,147.0
1700,170127,36.25,"37.000000,43.000000,45.000000,20.000000",36.25,20.0,45.0,36.25,145.0
1800,180120,35.25,"37.000000,28.000000,44.000000,32.000000",35.25,28.0,44.0,35.25,141.0
1900,190141,38.25,"34.000000,49.000000,34.000000,36.000000",38.25,34.0,49.0,38.25,153.0
2000,200120,37.5,"25.000000,72.000000,14.000000,39.000000",37.5,14.0,72.0,37.5,150.0
2100,210197,37.25,"46.000000,38.000000,29.000000,36.000000",37.25,29.0,46.0,37.25,149.0
2200,220152,36.75,"44.000000,25.000000,49.000000,29.000000",36.75,25.0,49.0,36.75,147.0
2300,230104,37.25,"27.000000,45.000000,37.000000,40.000000",37.25,27.0,45.0,37.25,149.0
2400,240146,37.75,"32.000000,29.000000,39.000000,51.000000",37.75,29.0,51.0,37.75,151.0
2500,250102,37.5,"43.000000,23.000000,35.000000,49.000000",37.5,23.0,49.0,37.5,150.0
2600,260114,36.25,"31.000000,33.000000,32.000000,49.000000",36.25,31.0,49.0,36.25,145.0
2700,270174,37.0,"28.000000,42.000000,34.000000,44.000000",37.0,28.0,44.0,37.0,148.0
2800,280156,37.0,"34.000000,51.000000,31.000000,32.000000",37.0,31.0,51.0,37.0,148.0
2900,290166,36.25,"33.000000,26.000000,40.000000,46.000000",36.25,26.0,46.0,36.25,145.0
3000,300107,36.0,"31.000000,42.000000,36.000000,35.000000",36.0,31.0,42.0,36.0,144.0
3100,310176,37.75,"31.000000,64.000000,31.000000,25.000000",37.75,25.0,64.0,37.75,151.0
3200,320141,36.5,"33.000000,38.000000,40.000000,35.000000",36.5,33.0,40.0,36.5,146.0
3300,330124,36.5,"29.000000,31.000000,41.000000,45.000000",36.5,29.0,45.0,36.5,146.0
3400,340166,37.0,"32.000000,40.000000,38.000000,38.000000",37.0,32.0,40.0,37.0,148.0
3500,350126,35.0,"35.000000,28.000000,48.000000,29.000000",35.0,28.0,48.0,35.0,140.0
3600,360100,35.25,"22.000000,37.000000,34.000000,48.000000",35.25,22.0,48.0,35.25,141.0
3700,370107,37.25,"16.000000,26.000000,41.000000,66.000000",37.25,16.0,66.0,37.25,149.0
3800,380140,36.0,"34.000000,29.000000,32.000000,49.000000",36.0,29.0,49.0,36.0,144.0
3900,390176,37.5,"38.000000,34.000000,45.000000,33.000000",37.5,33.0,45.0,37.5,150.0
4000,400189,33.5,"36.000000,49.000000,30.000000,19.000000",33.5,19.0,49.0,33.5,134.0
4100,410100,36.5,"29.000000,27.000000,46.000000,44.000000",36.5,27.0,46.0,36.5,146.0
4200,420123,35.5,"30.000000,51.000000,28.000000,33.000000",35.5,28.0,51.0,35.5,142.0
4300,430177,37.0,"33.000000,33.000000,41.000000,41.000000",37.0,33.0,41.0,37.0,148.0
4400,440114,37.0,"41.000000,46.000000,36.000000,25.000000",37.0,25.0,46.0,37.0,148.0
4500,450148,36.5,"33.000000,42.000000,31.000000,40.000000",36.5,31.0,42.0,36.5,146.0
4600,460191,33.5,"39.000000,25.000000,34.000000,36.000000",33.5,25.0,39.0,33.5,134.0
4700,470181,36.5,"58.000000,22.000000,39.000000,27.000000",36.5,22.0,58.0,36.5,146.0
4800,470181,36.5,"58.000000,22.000000,39.000000,27.000000",36.5,22.0,58.0,36.5,146.0
