generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,119,36.5,"39.000000,34.000000,35.000000,38.000000",36.5,34.0,39.0,36.5,146.0
100,10115,36.5,"29.000000,36.000000,44.000000,37.000000",36.5,29.0,44.0,36.5,146.0
200,20154,34.5,"38.000000,22.000000,39.000000,39.000000",34.5,22.0,39.0,34.5,138.0
300,30124,36.0,"45.000000,34.000000,26.000000,39.000000",36.0,26.0,45.0,36.0,144.0
400,40109,35.25,"39.000000,28.000000,35.000000,39.000000",35.25,28.0,39.0,35.25,141.0
500,50130,36.75,"40.000000,33.000000,27.000000,47.000000",36.75,27.0,47.0,36.75,147.0
600,60125,37.25,"30.000000,35.000000,35.000000,49.000000",37.25,30.0,49.0,37.25,149.0
700,70100,36.5,"30.000000,32.000000,53.000000,31.000000",36.5,30.0,53.0,36.5,146.0
800,80166,35.75,"28.000000,29.000000,52.000000,34.000000",35.75,28.0,52.0,35.75,143.0
900,90112,37.25,"30.000000,48.000000,37.000000,34.000000",37.25,30.0,48.0,37.25,149.0
1000,100114,37.0,"29.000000,44.000000,27.000000,48.000000",37.0,27.0,48.0,37.0,148.0
1100,110103,37.0,"38.000000,43.000000,31.000000,36.000000",37.0,31.0,43.0,37.0,148.0
1200,120184,36.5,"51.000000,32.000000,33.000000,30.000000",36.5,30.0,51.0,36.5,146.0
1300,130191,36.75,"22.000000,37.000000,39.000000,49.000000",36.75,22.0,49.0,36.75,147.0
1400,140110,36.5,"34.000000,29.000000,33.000000,50.000000",36.5,29.0,50.0,36.5,146.0
1500,150120,37.0,"40.000000,17.000000,60.000000,31.000000",37.0,17.0,60.0,37.0,148.0
1600,160179,36.5,"48.000000,25.000000,34.000000,39.000000",36.5,25.0,48.0,36.5,146.0
1700,170110,37.25,"32.000000,26.000000,51.000000,40.000000",37.25,26.0,51.0,37.25,149.0
1800,180164,37.25,"30.000000,44.000000,34.000000,41.000000",37.25,30.0,44.0,37.25,149.0
1900,190170,37.0,"37.000000,33.000000,27.000000,51.000000",37.0,27.0,51.0,37.0,148.0
2000,200127,37.25,"29.000000,43.000000,37.000000,40.000000",37.25,29.0,43.0,37.25,149.0
2100,210132,36.75,"37.000000,46.000000,41.000000,23.000000",36.75,23.0,46.0,36.75,147.0
2200,220105,38.75,"49.000000,29.000000,42.000000,35.000000",38.75,29.0,49.0,38.75,155.0
2300,230136,37.75,"48.000000,39.000000,34.000000,30.000000",37.75,30.0,48.0,37.75,151.0
2400,240132,37.5,"36.000000,46.000000,46.000000,22.000000",37.5,22.0,46.0,37.5,150.0
2500,250102,36.75,"30.000000,56.000000,32.000000,29.000000",36.75,29.0,56.0,36.75,147.0
2600,260117,37.5,"27.000000,42.000000,36.000000,45.000000",37.5,27.0,45.0,37.5,150.0
2700,270152,36.0,"34.000000,39.000000,23.000000,48.000000",36.0,23.0,48.0,36.0,144.0
2800,280189,36.25,"13.000000,34.000000,47.000000,51.000000",36.25,13.0,51.0,36.25,145.0
2900,290136,36.25,"49.000000,22.000000,40.000000,34.000000",36.25,22.0,49.0,36.25,145.0
3000,300175,36.0,"28.000000,39.000000,45.000000,32.000000",36.0,28.0,45.0,36.0,144.0
3100,310178,37.0,"40.000000,20.000000,43.000000,45.000000",37.0,20.0,45.0,37.0,148.0
3200,320132,36.25,"29.000000,39.000000,43.000000,34.000000",36.25,29.0,43.0,36.25,145.0
3300,330135,37.0,"35.000000,40.000000,36.000000,37.000000",37.0,35.0,40.0,37.0,148.0
3400,340162,36.0,"45.000000,35.000000,35.000000,29.000000",36.0,29.0,45.0,36.0,144.0
3500,350119,35.0,"45.000000,35.000000,29.000000,31.000000",35.0,29.0,45.0,35.0,140.0
3600,360123,34.75,"31.000000,39.000000,37.000000,32.000000",34.75,31.0,39.0,34.75,139.0
3700,370158,37.5,"41.000000,35.000000,45.000000,29.000000",37.5,29.0,45.0,37.5,150.0
3800,380181,36.75,"47.000000,37.000000,42.000000,21.000000",36.75,21.0,47.0,36.75,147.0
3900,390135,36.5,"35.000000,24.000000,21.000000,66.000000",36.5,21.0,66.0,36.5,146.0
4000,400177,37.0,"36.000000,27.000000,47.000000,38.000000",37.0,27.0,47.0,37.0,148.0
4100,410130,37.5,"19.000000,56.000000,21.000000,54.000000",37.5,19.0,56.0,37.5,150.0
4200,420183,36.25,"44.000000,39.000000,33.000000,29.000000",36.25,29.0,44.0,36.25,145.0
4300,430128,37.25,"43.000000,29.000000,32.000000,45.000000",37.25,29.0,45.0,37.25,149.0
4400,440116,36.5,"31.000000,39.000000,28.000000,48.000000",36.5,28.0,48.0,36.5,146.0
4500,450171,36.25,"18.000000,59.000000,32.000000,36.000000",36.25,18.0,59.0,36.25,145.0
4600,460153,37.75,"45.000000,41.000000,36.000000,29.000000",37.75,29.0,45.0,37.75,151.0
4700,470125,36.5,"46.000000,34.000000,33.000000,33.000000",36.5,33.0,46.0,36.5,146.0
4800,480106,36.5,"38.000000,32.000000,37.000000,39.000000",36.5,32.0,39.0,36.5,146.0
