generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,113,0.0,"0.000000,0.000000,2.000000,0.000000",2.0,0.0,2.0,0.5,2.0
100,10195,22.0,"38.000000,22.000000,45.000000,36.000000",38.0,22.0,45.0,35.25,141.0
200,20125,23.0,"42.000000,37.000000,31.000000,23.000000",31.0,23.0,42.0,33.25,133.0
300,30157,20.0,"26.000000,24.000000,39.000000,20.000000",39.0,20.0,39.0,27.25,109.0
400,40126,23.0,"23.000000,23.000000,40.000000,31.000000",23.0,23.0,40.0,29.25,117.0
500,50142,25.0,"25.000000,32.000000,44.000000,28.000000",32.0,25.0,44.0,32.25,129.0
600,60100,27.0,"28.000000,41.000000,33.000000,27.000000",27.0,27.0,41.0,32.25,129.0
700,70134,26.0,"34.000000,26.000000,27.000000,54.000000",26.0,26.0,54.0,35.25,141.0
800,80111,30.0,"36.000000,30.000000,32.000000,49.000000",36.0,30.0,49.0,36.75,147.0
900,90187,24.0,"24.000000,35.000000,35.000000,42.000000",24.0,24.0,42.0,34.0,136.0
1000,100118,23.0,"23.000000,34.000000,36.000000,25.000000",34.0,23.0,36.0,29.5,118.0
1100,110112,18.0,"31.000000,23.000000,71.000000,18.000000",18.0,18.0,71.0,35.75,143.0
1200,120114,26.0,"53.000000,26.000000,27.000000,27.000000",26.0,26.0,53.0,33.25,133.0
1300,130159,31.0,"33.000000,36.000000,32.000000,31.000000",33.0,31.0,36.0,33.0,132.0
1400,140120,26.0,"35.000000,35.000000,26.000000,46.000000",46.0,26.0,46.0,35.5,142.0
1500,150127,9.0,"36.000000,55.000000,35.000000,9.000000",36.0,9.0,55.0,33.75,135.0
1600,160101,16.0,"58.000000,16.000000,41.000000,23.000000",41.0,16.0,58.0,34.5,138.0
1700,170161,21.0,"21.000000,64.000000,30.000000,36.000000",30.0,21.0,64.0,37.75,151.0
1800,180100,23.0,"23.000000,53.000000,23.000000,37.000000",37.0,23.0,53.0,34.0,136.0
1900,190167,29.0,"29.000000,34.000000,34.000000,32.000000",29.0,29.0,34.0,32.25,129.0
2000,200147,22.0,"29.000000,37.000000,22.000000,47.000000",29.0,22.0,47.0,33.75,135.0
2100,210111,26.0,"26.000000,60.000000,27.000000,30.000000",26.0,26.0,60.0,35.75,143.0
2200,220167,27.0,"27.000000,38.000000,49.000000,32.000000",27.0,27.0,49.0,36.5,146.0
2300,230133,25.0,"42.000000,25.000000,32.000000,37.000000",32.0,25.0,42.0,34.0,136.0
2400,240152,29.0,"29.000000,49.000000,30.000000,35.000000",35.0,29.0,49.0,35.75,143.0
2500,250140,25.0,"28.000000,31.000000,25.000000,47.000000",47.0,25.0,47.0,32.75,131.0
2600,260170,25.0,"37.000000,39.000000,25.000000,38.000000",39.0,25.0,39.0,34.75,139.0
2700,270156,32.0,"34.000000,38.000000,32.000000,37.000000",37.0,32.0,38.0,35.25,141.0
2800,280140,22.0,"24.000000,22.000000,41.000000,39.000000",39.0,22.0,41.0,31.5,126.0
2900,290175,27.0,"35.000000,28.000000,46.000000,27.000000",35.0,27.0,46.0,34.0,136.0
3000,300149,23.0,"28.000000,30.000000,54.000000,23.000000",54.0,23.0,54.0,33.75,135.0
3100,310163,22.0,"38.000000,39.000000,24.000000,22.000000",38.0,22.0,39.0,30.75,123.0
3200,320151,28.0,"29.000000,39.000000,28.000000,43.000000",29.0,28.0,43.0,34.75,139.0
3300,330198,29.0,"30.000000,29.000000,37.000000,44.000000",29.0,29.0,44.0,35.0,140.0
3400,340123,22.0,"46.000000,32.000000,29.000000,22.000000",46.0,22.0,46.0,32.25,129.0
3500,350178,21.0,"35.000000,21.000000,44.000000,23.000000",21.0,21.0,44.0,30.75,123.0
3600,360155,27.0,"27.000000,33.000000,37.000000,34.000000",27.0,27.0,37.0,32.75,131.0
3700,370183,20.0,"58.000000,22.000000,20.000000,24.000000",58.0,20.0,58.0,31.0,124.0
3800,380109,28.0,"34.000000,36.000000,28.000000,36.000000",28.0,28.0,36.0,33.5,134.0
3900,390110,27.0,"39.000000,42.000000,36.000000,27.000000",42.0,27.0,42.0,36.0,144.0
4000,400179,25.0,"25.000000,32.000000,36.000000,32.000000",25.0,25.0,36.0,31.25,125.0
4100,410183,22.0,"37.000000,22.000000,35.000000,25.000000",37.0,22.0,37.0,29.75,119.0
4200,420103,29.0,"32.000000,37.000000,29.000000,37.000000",32.0,29.0,37.0,33.75,135.0
4300,430153,22.0,"52.000000,29.000000,22.000000,22.000000",22.0,22.0,52.0,31.25,125.0
4400,440169,20.0,"20.000000,32.000000,36.000000,39.000000",36.0,20.0,39.0,31.75,127.0
4500,450125,16.0,"16.000000,36.000000,37.000000,37.000000",37.0,16.0,37.0,31.5,126.0
4600,460161,29.0,"34.000000,29.000000,34.000000,38.000000",34.0,29.0,38.0,33.75,135.0
4700,470126,12.0,"12.000000,29.000000,46.000000,29.000000",29.0,12.0,46.0,29.0,116.0
4800,470126,12.0,"12.000000,29.000000,46.000000,29.000000",29.0,12.0,46.0,29.0,116.0
