generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,183,37.0,"60.000000,36.000000,24.000000,28.000000",37.0,24.0,60.0,37.0,148.0
100,10166,36.0,"60.000000,31.000000,23.000000,30.000000",36.0,23.0,60.0,36.0,144.0
200,20187,36.75,"47.000000,31.000000,38.000000,31.000000",36.75,31.0,47.0,36.75,147.0
300,30194,36.5,"43.000000,25.000000,34.000000,44.000000",36.5,25.0,44.0,36.5,146.0
400,40121,37.75,"43.000000,31.000000,46.000000,31.000000",37.75,31.0,46.0,37.75,151.0
500,50100,36.0,"33.000000,29.000000,38.000000,44.000000",36.0,29.0,44.0,36.0,144.0
600,60193,38.0,"32.000000,39.000000,35.000000,46.000000",38.0,32.0,46.0,38.0,152.0
700,70177,36.75,"33.000000,37.000000,33.000000,44.000000",36.75,33.0,44.0,36.75,147.0
800,80162,37.0,"18.000000,45.000000,52.000000,33.000000",37.0,18.0,52.0,37.0,148.0
900,90170,36.25,"33.000000,22.000000,45.000000,45.000000",36.25,22.0,45.0,36.25,145.0
1000,100144,36.0,"45.000000,35.000000,28.000000,36.000000",36.0,28.0,45.0,36.0,144.0
1100,110141,37.0,"42.000000,34.000000,31.000000,41.000000",37.0,31.0,42.0,37.0,148.0
1200,120190,35.0,"44.000000,50.000000,18.000000,28.000000",35.0,18.0,50.0,35.0,140.0
1300,130183,37.25,"51.000000,30.000000,33.000000,35.000000",37.25,30.0,51.0,37.25,149.0
1400,140125,36.0,"45.000000,47.000000,18.000000,34.000000",36.0,18.0,47.0,36.0,144.0
1500,150101,35.0,"32.000000,35.000000,31.000000,42.000000",35.0,31.0,42.0,35.0,140.0
1600,160136,36.5,"35.000000,47.000000,29.000000,35.000000",36.5,29.0,47.0,36.5,146.0
1700,170193,33.75,"30.000000,52.000000,28.000000,25.000000",33.75,25.0,52.0,33.75,135.0
1800,180155,35.25,"34.000000,51.000000,18.000000,38.000000",35.25,18.0,51.0,35.25,141.0
1900,190158,36.0,"47.000000,34.000000,40.000000,23.000000",36.0,23.0,47.0,36.0,144.0
2000,200146,36.25,"42.000000,14.000000,51.000000,38.000000",36.25,14.0,51.0,36.25,145.0
2100,210155,37.0,"54.000000,30.000000,17.000000,47.000000",37.0,17.0,54.0,37.0,148.0
2200,220116,36.0,"43.000000,28.000000,44.000000,29.000000",36.0,28.0,44.0,36.0,144.0
2300,230146,36.5,"41.000000,38.000000,34.000000,33.000000",36.5,33.0,41.0,36.5,146.0
2400,240108,36.75,"41.000000,36.000000,23.000000,47.000000",36.75,23.0,47.0,36.75,147.0
2500,250183,37.0,"44.000000,26.000000,51.000000,27.000000",37.0,26.0,51.0,37.0,148.0
2600,260188,34.0,"25.000000,38.000000,44.000000,29.000000",34.0,25.0,44.0,34.0,136.0
2700,270117,36.0,"22.000000,39.000000,41.000000,42.000000",36.0,22.0,42.0,36.0,144.0
2800,280131,37.0,"52.000000,42.000000,34.000000,20.000000",37.0,20.0,52.0,37.0,148.0
2900,290127,37.75,"44.000000,34.000000,41.000000,32.000000",37.75,32.0,44.0,37.75,151.0
3000,300141,36.0,"25.000000,44.000000,35.000000,40.000000",36.0,25.0,44.0,36.0,144.0
3100,310180,36.5,"36.000000,36.000000,32.000000,42.000000",36.5,32.0,42.0,36.5,146.0
3200,320148,36.25,"43.000000,50.000000,22.000000,30.000000",36.25,22.0,50.0,36.25,145.0
3300,330126,36.25,"36.000000,34.000000,36.000000,39.000000",36.25,34.0,39.0,36.25,145.0
3400,340126,36.25,"39.000000,22.000000,37.000000,47.000000",36.25,22.0,47.0,36.25,145.0
3500,350157,35.5,"36.000000,11.000000,47.000000,48.000000",35.5,11.0,48.0,35.5,142.0
3600,360130,37.25,"31.000000,20.000000,43.000000,55.000000",37.25,20.0,55.0,37.25,149.0
3700,370123,35.5,"26.000000,45.000000,35.000000,36.000000",35.5,26.0,45.0,35.5,142.0
3800,380150,37.25,"53.000000,32.000000,22.000000,42.000000",37.25,22.0,53.0,37.25,149.0
3900,390189,35.75,"37.000000,32.000000,19.000000,55.000000",35.75,19.0,55.0,35.75,143.0
4000,400158,35.25,"49.000000,28.000000,26.000000,38.000000",35.25,26.0,49.0,35.25,141.0
4100,410156,37.25,"41.000000,38.000000,41.000000,29.000000",37.25,29.0,41.0,37.25,149.0
4200,420129,37.0,"42.000000,45.000000,18.000000,43.000000",37.0,18.0,45.0,37.0,148.0
4300,430143,36.5,"36.000000,40.000000,35.000000,35.000000",36.5,35.0,40.0,36.5,146.0
4400,440163,38.0,"51.000000,32.000000,37.000000,32.000000",38.0,32.0,51.0,38.0,152.0
4500,450196,37.5,"29.000000,41.000000,40.000000,40.000000",37.5,29.0,41.0,37.5,150.0
4600,460194,36.25,"56.000000,27.000000,33.000000,29.000000",36.25,27.0,56.0,36.25,145.0
4700,470171,36.0,"35.000000,41.000000,19.000000,49.000000",36.0,19.0,49.0,36.0,144.0
4800,470171,36.0,"35.000000,41.000000,19.000000,49.000000",36.0,19.0,49.0,36.0,144.0
