generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,128,30.25,"28.000000,42.000000,17.000000,34.000000",30.25,17.0,42.0,30.25,121.0
100,10103,36.5,"57.000000,34.000000,29.000000,26.000000",36.5,26.0,57.0,36.5,146.0
200,20167,35.25,"43.000000,24.000000,44.000000,30.000000",35.25,24.0,44.0,35.25,141.0
300,30157,36.0,"44.000000,30.000000,35.000000,35.000000",36.0,30.0,44.0,36.0,144.0
400,40117,35.5,"31.000000,40.000000,31.000000,40.000000",35.5,31.0,40.0,35.5,142.0
500,50175,37.0,"50.000000,34.000000,33.000000,31.000000",37.0,31.0,50.0,37.0,148.0
600,60154,37.5,"33.000000,42.000000,46.000000,29.000000",37.5,29.0,46.0,37.5,150.0
700,70122,35.25,"41.000000,45.000000,27.000000,28.000000",35.25,27.0,45.0,35.25,141.0
800,80171,36.75,"35.000000,47.000000,27.000000,38.000000",36.75,27.0,47.0,36.75,147.0
900,90142,36.25,"31.000000,32.000000,32.000000,50.000000",36.25,31.0,50.0,36.25,145.0
1000,100152,36.25,"24.000000,30.000000,64.000000,27.000000",36.25,24.0,64.0,36.25,145.0
1100,110180,36.0,"40.000000,28.000000,42.000000,34.000000",36.0,28.0,42.0,36.0,144.0
1200,120109,35.0,"33.000000,42.000000,39.000000,26.000000",35.0,26.0,42.0,35.0,140.0
1300,130103,37.0,"31.000000,47.000000,27.000000,43.000000",37.0,27.0,47.0,37.0,148.0
1400,140118,36.5,"50.000000,37.000000,42.000000,17.000000",36.5,17.0,50.0,36.5,146.0
1500,150123,36.75,"30.000000,41.000000,34.000000,42.000000",36.75,30.0,42.0,36.75,147.0
1600,160137,36.75,"20.000000,36.000000,50.000000,41.000000",36.75,20.0,50.0,36.75,147.0
1700,170193,36.0,"22.000000,37.000000,37.000000,48.000000",36.0,22.0,48.0,36.0,144.0
1800,180146,37.25,"28.000000,40.000000,46.000000,35.000000",37.25,28.0,46.0,37.25,149.0
1900,190150,36.25,"29.000000,53.000000,40.000000,23.000000",36.25,23.0,53.0,36.25,145.0
2000,200117,37.0,"24.000000,37.000000,60.000000,27.000000",37.0,24.0,60.0,37.0,148.0
2100,210155,35.5,"32.000000,35.000000,28.000000,47.000000",35.5,28.0,47.0,35.5,142.0
2200,220146,35.25,"30.000000,23.000000,45.000000,43.000000",35.25,23.0,45.0,35.25,141.0
2300,230158,36.5,"27.000000,23.000000,48.000000,48.000000",36.5,23.0,48.0,36.5,146.0
2400,240195,37.0,"30.000000,40.000000,46.000000,32.000000",37.0,30.0,46.0,37.0,148.0
2500,250133,37.25,"40.000000,25.000000,37.000000,47.000000",37.25,25.0,47.0,37.25,149.0
2600,260115,36.0,"35.000000,38.000000,47.000000,24.000000",36.0,24.0,47.0,36.0,144.0
2700,270198,36.0,"43.000000,32.000000,42.000000,27.000000",36.0,27.0,43.0,36.0,144.0
2800,280168,36.75,"28.000000,28.000000,32.000000,59.000000",36.75,28.0,59.0,36.75,147.0
2900,290191,36.75,"29.000000,48.000000,31.000000,39.000000",36.75,29.0,48.0,36.75,147.0
3000,300108,36.0,"30.000000,44.000000,21.000000,49.000000",36.0,21.0,49.0,36.0,144.0
3100,310171,37.0,"30.000000,42.000000,27.000000,49.000000",37.0,27.0,49.0,37.0,148.0
3200,320108,36.75,"33.000000,32.000000,57.000000,25.000000",36.75,25.0,57.0,36.75,147.0
3300,330124,35.25,"23.000000,22.000000,61.000000,35.000000",35.25,22.0,61.0,35.25,141.0
3400,340125,36.25,"37.000000,37.000000,32.000000,39.000000",36.25,32.0,39.0,36.25,145.0
3500,350149,37.0,"36.000000,54.000000,31.000000,27.000000",37.0,27.0,54.0,37.0,148.0
3600,360134,36.0,"27.000000,35.000000,42.000000,40.000000",36.0,27.0,42.0,36.0,144.0
3700,370106,36.5,"34.000000,26.000000,53.000000,33.000000",36.5,26.0,53.0,36.5,146.0
3800,380144,36.25,"15.000000,32.000000,58.000000,40.000000",36.25,15.0,58.0,36.25,145.0
3900,390151,38.5,"48.000000,41.000000,36.000000,29.000000",38.5,29.0,48.0,38.5,154.0
4000,400122,37.75,"33.000000,24.000000,42.000000,52.000000",37.75,24.0,52.0,37.75,151.0
4100,410197,36.5,"21.000000,31.000000,40.000000,54.000000",36.5,21.0,54.0,36.5,146.0
4200,420196,36.25,"27.000000,25.000000,33.000000,60.000000",36.25,25.0,60.0,36.25,145.0
4300,430116,36.0,"34.000000,41.000000,26.000000,43.000000",36.0,26.0,43.0,36.0,144.0
4400,440195,36.25,"29.000000,39.000000,38.000000,39.000000",36.25,29.0,39.0,36.25,145.0
4500,450173,37.5,"58.000000,21.000000,36.000000,35.000000",37.5,21.0,58.0,37.5,150.0
4600,460102,37.0,"35.000000,56.000000,11.000000,46.000000",37.0,11.0,56.0,37.0,148.0
4700,460102,37.0,"35.000000,56.000000,11.000000,46.000000",37.0,11.0,56.0,37.0,148.0
4800,460102,37.0,"35.000000,56.000000,11.000000,46.000000",37.0,11.0,56.0,37.0,148.0
