generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,179,23.75,"95.000000,0.000000,0.000000,0.000000",95.0,0.0,95.0,23.75,95.0
100,10166,35.75,"35.000000,42.000000,66.000000,0.000000",42.0,0.0,66.0,35.75,143.0
200,20120,35.0,"0.000000,64.000000,22.000000,54.000000",54.0,0.0,64.0,35.0,140.0
300,30191,35.5,"48.000000,27.000000,27.000000,40.000000",48.0,27.0,48.0,35.5,142.0
400,40124,37.0,"29.000000,48.000000,37.000000,34.000000",34.0,29.0,48.0,37.0,148.0
500,50123,32.5,"25.000000,31.000000,43.000000,31.000000",25.0,25.0,43.0,32.5,130.0
600,60114,34.25,"26.000000,40.000000,28.000000,43.000000",40.0,26.0,43.0,34.25,137.0
700,70150,33.25,"0.000000,72.000000,8.000000,53.000000",72.0,0.0,72.0,33.25,133.0
800,80171,36.0,"56.000000,17.000000,27.000000,44.000000",56.0,17.0,56.0,36.0,144.0
900,90199,36.25,"52.000000,21.000000,34.000000,38.000000",52.0,21.0,52.0,36.25,145.0
1000,100147,34.75,"32.000000,53.000000,18.000000,36.000000",32.0,18.0,53.0,34.75,139.0
1100,110186,31.0,"28.000000,69.000000,0.000000,27.000000",69.0,0.0,69.0,31.0,124.0
1200,120144,37.75,"45.000000,40.000000,50.000000,16.000000",16.0,16.0,50.0,37.75,151.0
1300,130151,31.25,"61.000000,21.000000,0.000000,43.000000",61.0,0.0,61.0,31.25,125.0
1400,140125,29.0,"17.000000,20.000000,66.000000,13.000000",66.0,13.0,66.0,29.0,116.0
1500,150131,33.0,"43.000000,10.000000,30.000000,49.000000",43.0,10.0,49.0,33.0,132.0
1600,160148,36.5,"31.000000,31.000000,48.000000,36.000000",36.0,31.0,48.0,36.5,146.0
1700,170101,36.75,"46.000000,21.000000,28.000000,52.000000",28.0,21.0,52.0,36.75,147.0
1800,180161,29.5,"0.000000,18.000000,84.000000,16.000000",84.0,0.0,84.0,29.5,118.0
1900,190111,33.25,"18.000000,28.000000,30.000000,57.000000",18.0,18.0,57.0,33.25,133.0
2000,200131,29.25,"68.000000,25.000000,0.000000,24.000000",68.0,0.0,68.0,29.25,117.0
2100,210155,28.75,"57.000000,58.000000,0.000000,0.000000",57.0,0.0,58.0,28.75,115.0
2200,220148,31.75,"28.000000,71.000000,0.000000,28.000000",28.0,0.0,71.0,31.75,127.0
2300,230187,36.25,"50.000000,47.000000,30.000000,18.000000",50.0,18.0,50.0,36.25,145.0
2400,240169,34.0,"40.000000,29.000000,46.000000,21.000000",46.0,21.0,46.0,34.0,136.0
2500,250190,33.25,"34.000000,44.000000,14.000000,41.000000",44.0,14.0,44.0,33.25,133.0
2600,260190,30.75,"0.000000,57.000000,66.000000,0.000000",57.0,0.0,66.0,30.75,123.0
2700,270110,33.25,"43.000000,27.000000,14.000000,49.000000",27.0,14.0,49.0,33.25,133.0
2800,280182,36.25,"0.000000,25.000000,49.000000,71.000000",25.0,0.0,71.0,36.25,145.0
2900,290181,31.5,"25.000000,20.000000,33.000000,48.000000",33.0,20.0,48.0,31.5,126.0
3000,300153,31.5,"1.000000,20.000000,68.000000,37.000000",68.0,1.0,68.0,31.5,126.0
3100,310185,36.5,"37.000000,29.000000,30.000000,50.000000",30.0,29.0,50.0,36.5,146.0
3200,320157,29.25,"34.000000,22.000000,61.000000,0.000000",61.0,0.0,61.0,29.25,117.0
3300,330134,36.5,"27.000000,55.000000,50.000000,14.000000",55.0,14.0,55.0,36.5,146.0
3400,340121,32.75,"25.000000,52.000000,45.000000,9.000000",45.0,9.0,52.0,32.75,131.0
3500,350114,33.0,"71.000000,49.000000,2.000000,10.000000",49.0,2.0,71.0,33.0,132.0
3600,360142,24.5,"9.000000,89.000000,0.000000,0.000000",89.0,0.0,89.0,24.5,98.0
3700,370160,35.25,"39.000000,31.000000,32.000000,39.000000",39.0,31.0,39.0,35.25,141.0
3800,380197,36.5,"12.000000,28.000000,67.000000,39.000000",67.0,12.0,67.0,36.5,146.0
3900,390162,34.5,"38.000000,42.000000,27.000000,31.000000",42.0,27.0,42.0,34.5,138.0
4000,400152,38.0,"34.000000,28.000000,49.000000,41.000000",41.0,28.0,49.0,38.0,152.0
4100,410132,36.5,"37.000000,44.000000,22.000000,43.000000",43.0,22.0,44.0,36.5,146.0
4200,420128,35.25,"28.000000,14.000000,45.000000,54.000000",54.0,14.0,54.0,35.25,141.0
4300,430182,35.25,"0.000000,45.000000,45.000000,51.000000",45.0,0.0,51.0,35.25,141.0
4400,440172,35.5,"45.000000,20.000000,34.000000,43.000000",43.0,20.0,45.0,35.5,142.0
4500,450194,36.0,"51.000000,52.000000,41.000000,0.000000",52.0,0.0,52.0,36.0,144.0
4600,460169,36.75,"49.000000,18.000000,37.000000,43.000000",37.0,18.0,49.0,36.75,147.0
4700,470191,36.0,"29.000000,42.000000,27.000000,46.000000",29.0,27.0,46.0,36.0,144.0
4800,470191,36.0,"29.000000,42.000000,27.000000,46.000000",29.0,27.0,46.0,36.0,144.0
