generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,150,35.75,"28.000000,43.000000,30.000000,42.000000",35.75,28.0,43.0,35.75,143.0
100,10147,35.75,"57.000000,22.000000,29.000000,35.000000",35.75,22.0,57.0,35.75,143.0
200,20101,35.75,"48.000000,17.000000,38.000000,40.000000",35.75,17.0,48.0,35.75,143.0
300,30104,37.0,"30.000000,36.000000,31.000000,51.000000",37.0,30.0,51.0,37.0,148.0
400,40122,37.0,"24.000000,51.000000,46.000000,27.000000",37.0,24.0,51.0,37.0,148.0
500,50182,36.0,"16.000000,43.000000,32.000000,53.000000",36.0,16.0,53.0,36.0,144.0
600,60129,36.0,"58.000000,23.000000,35.000000,28.000000",36.0,23.0,58.0,36.0,144.0
700,70135,32.5,"36.000000,26.000000,37.000000,31.000000",32.5,26.0,37.0,32.5,130.0
800,80129,37.25,"41.000000,46.000000,25.000000,37.000000",37.25,25.0,46.0,37.25,149.0
900,90153,32.75,"45.000000,24.000000,36.000000,26.000000",32.75,24.0,45.0,32.75,131.0
1000,100107,35.75,"35.000000,41.000000,38.000000,29.000000",35.75,29.0,41.0,35.75,143.0
1100,110111,37.25,"45.000000,36.000000,41.000000,27.000000",37.25,27.0,45.0,37.25,149.0
1200,120114,37.25,"28.000000,51.000000,20.000000,50.000000",37.25,20.0,51.0,37.25,149.0
1300,130191,37.0,"31.000000,48.000000,37.000000,32.000000",37.0,31.0,48.0,37.0,148.0
1400,140108,38.75,"35.000000,45.000000,43.000000,32.000000",38.75,32.0,45.0,38.75,155.0
1500,150128,36.0,"27.000000,30.000000,39.000000,48.000000",36.0,27.0,48.0,36.0,144.0
1600,160124,36.0,"28.000000,35.000000,38.000000,43.000000",36.0,28.0,43.0,36.0,144.0
1700,170121,35.75,"26.000000,44.000000,41.000000,32.000000",35.75,26.0,44.0,35.75,143.0
1800,180151,35.25,"28.000000,34.000000,36.000000,43.000000",35.25,28.0,43.0,35.25,141.0
1900,190111,37.75,"32.000000,42.000000,45.000000,32.000000",37.75,32.0,45.0,37.75,151.0
2000,200176,36.25,"37.000000,35.000000,27.000000,46.000000",36.25,27.0,46.0,36.25,145.0
2100,210172,35.0,"36.000000,35.000000,15.000000,54.000000",35.0,15.0,54.0,35.0,140.0
2200,220182,35.75,"29.000000,38.000000,46.000000,30.000000",35.75,29.0,46.0,35.75,143.0
2300,230135,36.5,"22.000000,46.000000,26.000000,52.000000",36.5,22.0,52.0,36.5,146.0
2400,240181,36.5,"30.000000,31.000000,48.000000,37.000000",36.5,30.0,48.0,36.5,146.0
2500,250122,35.5,"19.000000,50.000000,33.000000,40.000000",35.5,19.0,50.0,35.5,142.0
2600,260116,36.5,"44.000000,35.000000,24.000000,43.000000",36.5,24.0,44.0,36.5,146.0
2700,270184,35.5,"49.000000,28.000000,32.000000,33.000000",35.5,28.0,49.0,35.5,142.0
2800,280155,36.25,"39.000000,28.000000,36.000000,42.000000",36.25,28.0,42.0,36.25,145.0
2900,290111,33.75,"48.000000,24.000000,26.000000,37.000000",33.75,24.0,48.0,33.75,135.0
3000,300132,35.25,"54.000000,10.000000,43.000000,34.000000",35.25,10.0,54.0,35.25,141.0
3100,310124,36.75,"48.000000,30.000000,33.000000,36.000000",36.75,30.0,48.0,36.75,147.0
3200,320102,36.75,"52.000000,28.000000,44.000000,23.000000",36.75,23.0,52.0,36.75,147.0
3300,330182,35.75,"38.000000,27.000000,49.000000,29.000000",35.75,27.0,49.0,35.75,143.0
3400,340170,37.25,"39.000000,39.000000,33.000000,38.000000",37.25,33.0,39.0,37.25,149.0
3500,350132,36.75,"40.000000,43.000000,35.000000,29.000000",36.75,29.0,43.0,36.75,147.0
3600,360171,37.0,"32.000000,41.000000,46.000000,29.000000",37.0,29.0,46.0,37.0,148.0
3700,370177,36.25,"57.000000,27.000000,38.000000,23.000000",36.25,23.0,57.0,36.25,145.0
3800,380178,36.5,"28.000000,61.000000,13.000000,44.000000",36.5,13.0,61.0,36.5,146.0
3900,390120,36.75,"36.000000,38.000000,33.000000,40.000000",36.75,33.0,40.0,36.75,147.0
4000,400187,36.25,"28.000000,37.000000,42.000000,38.000000",36.25,28.0,42.0,36.25,145.0
4100,410139,37.0,"44.000000,26.000000,33.000000,45.000000",37.0,26.0,45.0,37.0,148.0
4200,420142,35.75,"38.000000,39.000000,37.000000,29.000000",35.75,29.0,39.0,35.75,143.0
4300,430154,36.5,"30.000000,39.000000,27.000000,50.000000",36.5,27.0,50.0,36.5,146.0
4400,440113,36.25,"32.000000,32.000000,35.000000,46.000000",36.25,32.0,46.0,36.25,145.0
4500,450137,37.5,"28.000000,48.000000,45.000000,29.000000",37.5,28.0,48.0,37.5,150.0
4600,460174,37.5,"41.000000,38.000000,47.000000,24.000000",37.5,24.0,47.0,37.5,150.0
4700,470113,36.0,"39.000000,29.000000,43.000000,33.000000",36.0,29.0,43.0,36.0,144.0
4800,470113,36.0,"39.000000,29.000000,43.000000,33.000000",36.0,29.0,43.0,36.0,144.0
